,name,priceOld,priceNew,warranty,card,cpu,ram_size,ram_type,hard_driver,touch_screen,panel,screen_size,resolution,os,size,weight
420,Laptop Dell G3 15 3500 P89F002G3500B - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce GTX 1660Ti, 6 GB",Intel Core i7 Comet Lake - 10750H,16GB,DDR4 2 khe (1 khe 8 GB + 1 khe 8 GB),"512 GB SSD NVMe PCIe, Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng",Không,Tấm nền WVA,15.6 inches,1080 x 1920 pixels (FullHD),Windows 10,364.46 x 254 x 30.96 mm,2.58 kg
421,Laptop ASUS Vivobook 15 X515EP-EJ006T - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® MX330 2GB GDDR5,"Intel Core i5-1135G7, tối đa đến 4.20GHz, 8 MB bộ nhớ đệm",8GB,4GB DDR3 on board + 4GB DDR4 SO-DIMM,512GB SSD,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,36.00 x 23.50 x 1.99 cm,1.80 kg
422,Laptop Acer Gaming Aspire 7 A715-42G-R4ST NH.QAYSV.004 - Cũ trầy xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX 1650 4GB GDDR6 + AMD Radeon™ Graphics,AMD Ryzen 5-5500U 2.1GHz up to 4.0GHz 8MB,8GB,"DDR4 3200Mhz, 2 khe cắm, hỗ trợ tối đa 32GB",256GB PCIe® NVMe™ M.2 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home,363.4 x 254.5 x 22.9 (mm),2.1 kg
423,Laptop Acer Nitro 5 AN515-57-553E NH.QENSV.006 - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce RTX 3050, 4 GB",Intel Core i5 Tiger Lake - 11400H,8GB,DDR4  3200 MHz,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)  Hỗ trợ thêm 1 khe cắm SSD M.2 PCIe mở rộng (nâng cấp tối đa 1 TB)  Hỗ trợ khe cắm HDD SATA 2.5 inch mở rộng (nâng cấp tối đa 2 TB)",Không,Tấm nền TFT,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,363.4 x 255 x 23.9 mm,2.2 kg
424,Laptop HP Pavilion 15-EG2036TX 6K782PA - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX550 2GB GDDR6,Intel Core i5-1235U,8GB,DDR4  3200 MHz,512 GB PCIe® NVMe™ M.2 SSD,Có,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,36.02 x 23.4 x 1.79 cm,1.74 kg
425,Laptop ASUS Gaming TUF FX506LHB-HN188W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® GTX 1650,Intel Core i5-10300H,8GB,DDR4 2933MHz,512GB M.2 NVMe PCIe 3.0 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,35.9 x 25.6 x 2.47 ~ 2.49 cm,2.30 Kg
426,Laptop Lenovo ThinkPad E14 GEN 4 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core I5 - 1235U,8GB,"DDR4, 3200 MHz",512 GB SSD NVMe PCIe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,324 x 220.7 x 17.9 mm,1.64 kg
427,Laptop Lenovo Yoga Slim 7 14ACN6 82N7008VVN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon tích hợp,"AMD Ryzen 7 5800U (8C / 16T, 1.9 / 4.4GHz, 4MB L2 / 16MB L3)",8GB,8GB LPDDR4x-4266 (Onboard),512 GB SSD M.2 2280 PCIe 3.0x4 NVMe Hỗ trợ tối đa 256GB M.2 2242 SSD hoặc 1TB M.2 2280 SSD,Có,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home 64,320.4 x 214.6 x 15.68 - 17.7 mm (WxDxH),1.45 kg
428,Laptop MSI Gaming GF63 Thin 11UD - 628VN - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 3050 Ti Max-Q 4GB GDDR6,Intel Core i7-11800H,8GB,DDR4 3200MHz,512GB NVMe PCIe Gen3x4 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,359 x 254 x 21.7 mm,1.86 kg
429,Laptop HP 240 G8 6L1A1PA - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel UHD Graphics,Intel Core i3 Tiger Lake - 1115G4,8GB,DDR4  3200 MHz,"256 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Không,Tấm nền IPS,14 inches,1920 x 1200 pixels (FullHD+),Windows 11 Home SL,324 x 225.9 x 19.9 mm,1.47 kg
430,Laptop Lenovo Ideapad Gaming 3 15IAH7 82S9007TVN - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)","NVIDIA GeForce RTX 3050, 4 GB",Intel Core i5 Alder Lake - 12500H,8GB,DDR4 3200MHz,"512GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,359.6 x 266.4 x 21.8 mm,2.315 kg
431,Laptop Lenovo Yoga Slim 7I Carbon 13ITL5 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7-1165G7,16GB,"LPDDR4x 4266MHz, không hỗ trợ nâng cấp",1TB SSD,Không,Tấm nền IPS,13.3 inches,2560 x 1600 pixels (2K),Windows 10 Home SL,295.88mm x 208.85mm x 14.25mm,966 g
432,Laptop Gaming Acer Nitro 5 AN515-56-79U2 NH.QBZSV.001 - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Geforce GTX 1650 4GB,Intel Core i7 11370H,8GB,"DDR4 3200MHz, 2 khe hỗ trợ tối đa 32GB",512GB SSD NVMe M.2 PCIe Gen 3 x 2,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,363.4 x 255 x 23.9 mm,2.45 kg
433,Laptop ASUS Gaming ROG Zephyrus G14 GA401IU-HA171T - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX 1660 Ti 6GB GDDR6,"AMD Ryzen 7-4800HS, tốc độ 2.9GHz tối đa lên đến 4.2GHz, 8MB bộ nhớ đệm",16GB,"DDR4 3200Mhz, 1 khe cắm, hỗ trợ tối đa 24GB",512GB M.2 NVMe PCIe 3.0,Không,Tấm nền IPS,14 inches,2560 x 1440 pixels (2K),Windows 10 Home SL,360 (W) x 252 (D) x 18.9 (H) mm,1.7kg
434,Laptop ASUS VivoBook 15X A1503ZA-L1422W - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-12500H,8GB,DDR4,512GB M.2 NVMe™ PCIe® 3.0 SSD,Không,Tấm nền OLED/AMOLED,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,35.68 x 22.76 x 1.99,1.7kg
435,Laptop ASUS Gaming ROG Strix G15 G513IH-HN015T - Cũ trầy xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX 1650 4GB GDDR6,AMD Ryzen 7 4800H 2.9GHz up to 4.2GHz 8MB,8GB,"DDR4 3200MHz, 2 khe cắm tối đa 32GB",512GB SSD PCIE G3X4 (Còn trống 2 khe SSD M.2 PCIE),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,35.4 x 25.9 x 2.26 ~ 2.72 (cm),2.3 kg
436,Laptop ASUS VivoBook S433EA - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB,8GB,"DDR4 3200Mhz, không hỗ trợ nâng cấp",512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE),Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,32.4 x 21.3 x 1.59 (cm),1.4 kg
437,Laptop MSI Modern 14 B11MOU-1065VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i7-1195G7 (2.9GHz up to 5.0GHz, 12MB)",8GB,DDR4 3200MHz,512GB PCIe NVMe M.2 SSD (1 slot),Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,319 x 219 x 16.9 mm,1.3 kg
438,Laptop MSI Modern 14 C13M-607VN - Cũ Đẹp,,,Bộ sạc,Intel UHD,"I7-1355U (12MB Cache, up to 5.0 GHz, 10 lõi / luồng)",16GB,DDR4 3200 MHz,512GB M.2 NVMe,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,319.9 x 223 x 19.35 mm (Dài x Rộng X Cao),1.4 kg
439,Laptop HP 14-EP0112TU 8C5L1PA - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5 - 1335U (4.60 GHz, 10 lõi / 12 luồng, 12MB)",16GB,DDR4 3200MHz,512 GB PCIe NVMe M.2 SSD,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,32.4 x 22.5 x 1.79 cm (Dài x Rộng x Cao),1.46 kg
440,Laptop HP Pavilion 15-EG2034TX 6K780PA - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA® GeForce® MX550 2GB GDDR6,"Intel® Core™ i7-1255U (3.50GHz upto 4.70GHz, 12MB)",8GB,DDR4  3200 MHz,512 GB PCIe® NVMe™ M.2 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,36.02 x 23.4 x 1.79 cm,1.74 kg
441,Laptop MSI Cyborg 15 A12UCX-281VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce RTX 2050 4GB,"i5-12450H (12MB Cache, up to 4.4 GHz, 12 lõi / luồng)",16GB,DDR5 4800Mhz,512GB NVMe PCIe SSD Gen4x4,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,359.36 x 250.34 x 21.95~22.9 mm (Dài x Rộng X Cao),1.98 kg
442,Laptop Asus Zenbook 14 Q407IQ - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeFore MX350,AMD Ryzen 5 - 4500U,8GB,DDR4,256GB M.2 NVMe,Không,,14 inches,,Windows 10 Home,,1.20 kg
443,Laptop Lenovo Ideapad Gaming 3 15IAH7 82S9006YVN - Cũ Đẹp,,,Bộ sạc,NVIDIA GeForce RTX 3050,Intel Core i5-12500H,16GB,DDR4-3200,512GB SSD M.2 2242 PCIe 4.0x4 NVMe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11,"359,6 x 266,4 x 21,8 mm","2,315 kg"
444,Laptop HP Pavilion 15-EG2089TU 7C0R1PA - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i7-1260P, 12 nhân / 16 luồng, 18MB Intel Smart Cache",8GB,DDR4 3200MHz (2 x 4GB),512GB SSD PCIe NVMe M.2,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home 64bit,36.02 x 23.4 x 1.79 cm (W x D x H),1.75 kg
445,Laptop Huawei Matebook D15 - Đã Kích Hoạt,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 7-5700U,8GB,DDR4 Onboard,512GB SSD M.2 PCIe Gen 3.0,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,357.8 x 229.9 x 16.9 mm,1.63 kg
446,Laptop Asus TUF Gaming F15 FX507VV4-LP382W - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",NVIDIA GeForce RTX 4060 8GB GDDR6  Intel Iris Xe Graphics,"Intel Core i9-13900H 2.6 GHz (24M Cache, up to 5.4 GHz, 14 lõi: 6 P / 8 E)",16GB,DDR4-3200 SO-DIMM,512GB PCIe 4.0 NVMe M.2 SSD (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,35.4 x 25.1 x 2.24 ~ 2.49 cm (W x D x H),2.20 kg
447,Laptop HP Pavilion 15-EG2081TU 7C0Q4PA - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,"Intel Core i5-1240P (up to 4.40GHz, 12MB)",16GB,DDR4 3200MHz,512GB PCIe NVMe M.2 SSD,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,36.02 x 23.4 x 1.79 cm,1.74 kg
448,Laptop ASUS A512FL-EJ765T - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX250 2 GB,Intel Core i5 Comet Lake 10210U,8GB,DDR4 2666 MHz,512GB SSD NVMe PCIeHỗ trợ khe cắm HDD SATA,Không,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,357.2 - 230.4 - 19.9 mm,1.67 kg
449,Laptop Lenovo Ideapad 3 81WH - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Integrated Intel UHD Graphics 605,"Intel Pentium Silver N5030 (4C / 4T, 1.1 / 3.1GHz, 4MB)",4GB,"DDR4-2400, không hỗ trợ nâng cấp",128GB SSD M.2 2242 PCIe 3.0x2 NVMe,Không,Tấm nền TN,14 inches,1366 x 768 pixels (HD+),Windows 10 Home SL,327.1 x 241 x 19.9 mm,1.5 kg
450,Laptop ASUS Gaming FX505DT-AL003T - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX 1650,"AMD Ryzen 7-3750H (2.3GHz upto 4.0GHz, 4Cores, 8Threads, 4MB cache)",,,512GB SSD M.2 PCIE G3X2,,,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10,360.4 x 262 x 26.8 mm,2.2kg
451,Laptop Dell Insprion 14 5406-3661SLV - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3 Gen 11,8GB,8GB DDR4,256GB SSD,Có,,14 inches,1366 x 768 pixels,Windows 10 Home in S mode,,
452,Laptop Acer Aspire 3 A315-58G-50S4 NX.ADUSV.001 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce MX350 2GB GDDR5 + Intel Model UHD,"Intel Core i5-1135G7 2.4GHz up to 4.2GHz 8MB, 4 nhân 8 luồng",8GB,"DDR4 2666MHz, 1 khe cắm tối đa 12GB","512GB SSD M.2 PCIE, 1x slot SATA3 2.5""",Không,Tấm nền TN,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,363 x 238.4 x 19.9 (mm),1.9 kg
453,Laptop ASUS VivoBook X415EA-EK675W - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,"Intel® Core™ i3-1115G4 Processor 3.0 GHz (6M Cache, up to 4.1 GHz, 2 nhân 4 luồng)",4GB,4GB DDR4,256GB M.2 NVMe PCIe 3.0  SSD,Không,,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,32.54 x 21.60 x 1.99 cm,1.60 kg
454,Laptop HP Pavilion 15-EG00504TU 46M00PA - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7-1165G7 2.8GHz up to 4.7GHz 12MB,8GB,"DDR4/ 3200MHz, 2 khe cắm",512GB SSD PCIe (M.2 2280),Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 10 Home SL,36.02 x 23.40 x 1.79 cm (W x D x H),1.68 kg
455,Laptop Lenovo Ideapad 5 Pro 14IAP7 82SH002UVN - Đã Kích Hoạt,,,"Bảo hành 12 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. (xem chi tiết)",Intel Iris Xe Graphics,Intel Core i7-1260P,16GB,16GB LPDDR5-4800,512GB SSD M.2 2280 PCIe 4.0x4 NVMe,Không,Tấm nền IPS,14 inches,2880 x 1800 pixels,Windows 11,"312,2 x 221 x 15,9 mm",
456,Laptop MSI Modern 14 B11MOU-1028VN - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3- 115G4,8GB,8GB DDR4 3200 MHz,SSD 256GB,Không,Tấm nền IPS,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,319 x 219 x 16.85 mm,1.3 kg
457,Laptop Asus Gaming Rog Zenphyrus G14 Ga401QH K2091W - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX 1650 4 GB,AMD Ryzen 7 5800HS,8GB,"DDR4 8GB (8GB Onboard, 1 slot 3200MHz)",512 GB SSD NVMe M.2 PCIe Gen 3 x 4,,Tấm nền IPS,14 inches,2560 x 1440 pixels (2K),Windows 11 SL 64 Bit,32.4 x 22.0 x 1.99 cm (WxDxH),1.7 kg
458,Laptop Lenovo Ideapad 5 Pro 14ARH7 82SJ0028VN - Cũ Xước Cấn,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon 680M tích hợp,AMD Ryzen 7 6800HS,16GB,LPDDR5-6400,512GB SSD M.2 2242 PCIe,Không,Tấm nền IPS,14 inches,2880 x 1800 pixels,Windows 11 Home 64 Single Language,"312,2 x 221 x 15,9 mm","1,41 kg"
459,Laptop HP Gaming Victus 15-FA0031DX 6503849 - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",NVIDIA GeForce GTX 1650,"Intel Core i5-12450H (8 lõi, 4.4 GHz)",8GB,8GB DDR4 3200Mhz,512GB SSD NVMe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,2.36 x 35.79 x 25.50 cm (H x W x D),2.30 kg
460,Laptop MSI Modern 15 A5M 236VN - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,AMD Ryzen 5 - 5500U,8GB,DDR4 3200MHz,512GB SSD NVMe PCIe,Không,Tấm nền IPS,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,356.8 x 233.7 x 18.9 mm,1.6 kg
461,Laptop Dell Inspiron 5415 70262929 - Cũ Trầy Xước,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",AMD Radeon Graphics,"AMD Ryzen™ 5-5500U, 2.1GHz Up to 4.0GHz, 6 nhân 12 luồng",8GB,8GB DDR4 3200MHz,256GB M.2 PCIe NVMe,Không,Tấm nền VA,14 inches,1080 x 1920 pixels (FullHD),Windows 10 Home,17.02 x 321.27 x 212.8mm,1.442 kg
462,Laptop Asus VivoBook 15X A1503ZA-L1290W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i5 Alder Lake - 12500H,8GB,DDR4 3200 MHz,512 GB SSD NVMe PCIe,Không,Tấm nền OLED/AMOLED,15.6 inches,1920 x 1080 pixels (FullHD),Windows 11 Home SL,356.8 x  227.6 x 19.9 mm,1.7 kg
463,Laptop ASUS Vivobook A415EA-EK2429W - Cũ Đẹp,,,"Bảo hành 6 tháng tại CellphoneS không loại trừ linh kiện, bảo hành cả nguồn, màn hình. 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất(xem chi tiết)",Intel UHD Graphics,Intel Core i3 1115G4,8GB,DDR4 3200 MHz,SSD 512GB,Không,Tấm nền TN,14 inches,1920 x 1080 pixels (FullHD),Windows 11 Home,324 x 215 x 17.9 mm,1.35 kg
